gene01	gene02	gene03	gene04	gene05	gene06	gene07	gene08	gene09	gene10	gene11	gene12	gene13	gene14	gene15
842	844	1	167	268	19	84	40357	2	6581910	249	140394	0	5409	47
832	892	5	161	294	9	69	40203	2	6579590	239	140793	0	5439	58
836	883	3	176	317	13	87	40458	2	6587080	248	141225	0	5426	55
835	877	2	168	273	20	83	40793	2	6585950	250	139207	1	5384	48
885	840	3	182	289	17	74	40467	1	6583698	229	140088	0	5434	45
872	862	1	163	284	15	87	40160	2	6585686	237	140911	0	5487	42
851	861	1	168	260	13	83	40593	2	6579274	244	140609	0	5417	44
780	878	2	164	267	11	75	40456	1	6578609	258	140019	1	5496	56
867	834	1	157	279	10	87	40401	3	6581135	271	140311	2	5366	45
843	857	2	175	284	16	95	40867	1	6585631	258	140477	0	5452	44
858	912	0	160	279	20	97	40691	2	6582479	225	140577	0	5415	76
846	869	2	164	294	24	71	40428	2	6579534	233	140462	1	5445	50
881	883	4	182	277	16	76	40308	3	6584847	258	140385	2	5458	43
884	882	3	185	281	19	81	40418	3	6583222	225	140489	0	5488	43
858	903	2	158	286	17	83	40348	3	6578559	232	140767	2	5515	52
862	866	5	164	266	12	89	40241	0	6583943	232	140159	0	5536	48
836	904	1	160	270	14	86	40231	2	6584155	245	140826	1	5571	55
828	837	2	157	290	18	65	40295	4	6583535	240	140570	2	5390	54
860	867	2	177	294	23	74	40582	2	6581222	262	140401	1	5373	41
860	856	3	161	292	16	92	40686	0	6582174	247	140116	0	5470	56
857	916	1	187	309	16	61	40424	2	6579517	251	140665	0	5426	47
851	826	6	162	327	12	63	40187	4	6577743	268	141357	0	5408	44
881	830	5	179	277	18	78	40534	2	6582889	280	140373	0	5401	52
876	830	7	174	317	18	69	40397	2	6582090	251	140938	1	5449	50
853	835	2	202	274	17	72	40389	0	6583708	244	140420	1	5404	57
869	849	3	171	297	20	61	40218	1	6588202	273	140003	0	5598	62
837	849	2	174	306	11	70	40384	3	6583566	218	140020	1	5415	60
847	913	2	190	267	17	62	40009	2	6585244	252	141093	2	5460	54
840	859	5	162	269	25	87	40357	2	6583262	224	140933	0	5636	53
903	832	4	162	331	17	93	40207	0	6579828	253	141141	1	5451	58
873	865	2	163	262	19	102	40345	1	6584682	246	140257	0	5344	49
877	885	3	148	296	22	98	40299	2	6583839	250	140845	0	5342	44
893	868	1	151	306	20	84	40371	1	6581994	236	140514	0	5446	57
862	899	0	163	301	16	73	40439	0	6581353	269	140604	0	5455	61
854	900	1	169	280	14	79	40399	1	6579228	250	140387	1	5310	50
871	834	4	184	271	10	97	40291	2	6579320	263	140313	1	5486	44
840	876	2	171	267	14	86	40664	4	6584781	233	140827	0	5475	46
856	900	2	158	280	15	95	40613	3	6583368	236	140434	0	5342	53
904	877	1	144	290	14	88	40221	3	6585210	242	139779	0	5450	47
811	867	3	145	292	16	73	40182	4	6578717	262	140430	0	5534	45
819	867	1	181	287	16	73	40192	3	6588345	235	141149	1	5469	51
850	823	3	173	290	9	87	40568	2	6583759	252	139948	3	5350	41
826	860	1	169	287	6	79	40582	3	6588334	253	139935	0	5603	48
817	871	5	148	279	13	87	40504	1	6586216	254	140697	3	5506	46
900	838	1	176	289	17	74	40701	1	6581336	225	141274	0	5467	54
912	920	3	191	270	20	68	40079	2	6581360	255	140885	0	5579	39
890	875	5	154	303	19	83	40498	5	6586289	229	140146	0	5434	44
854	904	0	146	316	10	68	40786	2	6583984	231	140556	1	5441	53
878	820	1	188	293	10	80	40622	3	6584484	256	140499	1	5563	51
863	890	1	163	282	13	80	40472	1	6585566	258	140668	0	5271	55
867	838	0	177	290	8	72	40484	2	6584470	255	140352	0	5463	50
829	886	1	155	303	20	86	40073	0	6580379	255	140472	0	5442	52
909	873	1	160	313	22	61	40652	1	6582980	246	140776	0	5522	51
854	890	1	149	293	11	83	40211	4	6585695	245	139528	0	5360	50
834	884	3	154	300	11	61	40411	3	6583434	264	139664	0	5417	50
860	867	2	170	310	20	80	40085	4	6585092	269	140613	0	5388	52
847	828	2	134	271	15	86	40633	2	6587698	271	140771	0	5523	41
857	869	2	193	292	21	98	40308	2	6585922	254	140413	0	5387	46
804	890	4	181	260	10	79	40731	3	6584877	267	140385	0	5445	53
813	899	2	158	303	13	94	40430	1	6583167	239	140991	0	5474	47
903	884	2	142	283	16	100	40248	1	6588027	264	140752	0	5468	47
900	850	1	155	295	20	75	40807	2	6587604	245	140711	0	5469	46
827	880	6	179	261	11	87	40455	1	6585186	251	140402	0	5378	39
829	833	0	169	304	15	75	40048	2	6579529	227	140526	1	5549	54
861	866	2	168	307	12	87	40596	1	6578239	243	140580	0	5426	51
865	810	6	159	298	20	85	40137	3	6579853	247	140949	1	5506	35
814	888	1	159	263	24	90	40665	1	6583886	230	139405	2	5654	55
874	908	0	153	320	13	84	40430	3	6581497	252	140944	0	5484	46
825	847	3	156	281	18	64	40538	0	6586267	257	140511	0	5622	55
904	856	4	153	300	23	78	40318	1	6582975	237	141010	1	5476	53
830	877	3	133	275	15	78	40695	1	6582018	291	140436	0	5413	67
863	908	4	126	288	14	78	39963	2	6581381	254	140681	0	5557	47
831	846	2	182	273	26	82	40478	3	6580741	241	140993	0	5400	46
857	883	2	176	273	13	91	40388	1	6584151	228	139769	0	5394	49
891	860	1	154	293	17	85	40654	1	6578581	244	139998	0	5364	55
854	825	2	147	318	13	77	40236	1	6583406	285	140253	0	5468	45
835	907	5	178	273	11	85	40476	2	6587103	278	140268	0	5501	51
835	873	1	176	276	20	79	40450	1	6585110	237	140900	0	5330	59
800	872	4	182	267	15	93	40439	1	6586770	228	139971	0	5393	59
808	869	1	169	325	18	96	40620	0	6581236	237	140635	0	5414	39
870	868	3	174	256	17	65	40144	1	6584278	262	140045	0	5519	43
919	834	6	155	284	13	78	40073	4	6579743	243	140576	0	5366	47
810	893	2	153	308	16	79	40503	1	6579577	263	140649	0	5469	38
856	830	1	150	287	12	88	40480	1	6580002	226	140247	0	5418	44
802	865	3	158	294	9	74	40431	3	6580107	242	140336	1	5511	56
876	853	2	169	272	13	79	40443	4	6578183	254	140463	0	5434	51
832	899	3	161	289	22	76	40711	0	6581414	247	140019	0	5420	45
847	891	0	158	270	16	95	40368	1	6581262	208	139942	0	5472	38
791	869	5	152	298	16	77	40593	3	6580044	228	141399	0	5528	39
857	860	3	186	261	20	76	40388	1	6583007	252	140319	0	5500	47
820	828	4	146	266	13	69	40563	0	6581578	241	140426	1	5411	38
876	826	1	188	315	8	96	40447	1	6587406	260	140356	1	5397	40
807	813	5	155	303	16	85	40521	2	6581331	243	140881	0	5471	54
829	821	3	165	316	19	76	40686	0	6581604	267	141537	0	5426	48
819	849	2	157	299	19	67	40037	2	6576299	246	140749	0	5545	62
880	886	0	176	292	26	78	40287	2	6579375	253	140153	0	5432	36
888	872	4	172	288	18	96	40514	5	6585057	226	141149	0	5381	44
804	852	0	167	304	14	85	40157	1	6583718	235	140603	1	5460	49
821	801	4	180	288	23	79	40489	3	6579636	213	140436	0	5316	44
827	888	2	178	291	19	91	40409	5	6580305	256	140649	0	5530	46
859	861	1	162	289	13	83	40099	0	6584456	248	139761	0	5364	56
829	902	2	163	282	18	83	40459	2	6579119	246	140495	0	5447	46
805	839	2	163	299	15	71	40323	2	6581304	236	140414	0	5554	39
833	841	4	166	306	24	88	40392	2	6580669	262	141044	0	5373	54
843	864	3	180	274	24	67	40462	1	6586751	258	140701	1	5389	44
840	890	2	168	280	14	85	40656	2	6586609	246	140410	1	5507	58
821	855	3	154	308	12	70	39943	4	6585992	234	140763	1	5442	39
842	899	1	154	257	16	76	40331	1	6584251	250	140915	1	5397	37
875	864	4	162	317	18	89	40368	1	6583912	235	140720	0	5342	53
891	895	1	175	276	15	93	40270	3	6583096	210	140200	0	5502	47
853	858	1	146	281	15	79	40689	2	6581729	259	140587	1	5464	56
808	877	3	175	295	16	79	40315	4	6585724	252	141326	0	5362	48
873	845	2	158	290	17	84	40513	1	6585086	205	140927	0	5411	54
888	837	1	162	288	15	73	40888	1	6583777	231	140821	0	5440	30
873	862	3	160	290	13	85	40186	1	6580776	231	140391	0	5484	63
846	861	2	176	302	19	84	40177	1	6577820	253	140674	0	5353	48
824	833	5	140	295	21	72	40263	4	6583648	248	140530	1	5628	48
870	910	0	157	298	16	83	40628	2	6578615	272	140850	0	5422	48
865	892	3	148	274	12	83	40603	4	6583635	277	141124	0	5434	40
830	819	2	163	277	16	93	40308	2	6582253	247	140089	0	5503	42
854	881	2	170	320	10	77	40428	0	6586554	235	140922	1	5420	57
856	880	1	158	299	20	86	40255	3	6582185	256	140933	0	5563	43
880	863	2	180	275	14	68	40677	2	6583468	275	140595	0	5471	56
827	886	2	137	260	12	86	39999	3	6583096	222	139868	0	5444	54
862	814	1	192	261	16	82	40563	0	6586421	241	140189	0	5622	41
838	847	0	168	292	20	71	40487	1	6585054	263	140959	0	5473	45
847	951	4	170	283	15	72	40228	0	6581722	268	140573	0	5446	45
853	898	3	167	247	23	77	40192	4	6580727	264	140182	1	5396	51
863	896	3	185	275	18	84	40422	1	6585303	254	139842	0	5472	51
808	857	1	152	289	19	93	40241	1	6578332	245	140413	0	5568	57
827	912	3	154	286	20	83	40290	4	6583974	268	140241	0	5395	45
884	856	1	144	301	11	78	40404	3	6577985	251	140932	1	5429	40
786	853	3	170	285	17	78	40370	1	6582980	242	140192	0	5529	52
850	840	4	153	277	20	83	40185	1	6582963	229	139957	0	5541	41
876	814	3	148	291	14	79	40165	0	6585881	232	141312	0	5609	49
868	856	2	172	295	16	82	40076	3	6582366	252	140714	1	5484	46
828	876	3	151	271	20	82	40734	3	6585875	235	140347	1	5462	44
868	852	4	181	274	16	85	40215	3	6583519	266	140546	0	5512	37
935	847	4	147	289	10	67	40190	2	6578716	244	140932	2	5504	37
856	844	4	185	288	21	76	40690	0	6585329	229	140345	0	5360	35
861	880	2	152	304	16	81	40566	3	6585610	267	139778	0	5537	56
868	841	2	175	280	16	81	40210	4	6579698	250	140512	0	5501	58
855	789	1	192	288	7	85	40254	2	6584464	251	140599	0	5413	53
832	902	3	189	304	14	93	40730	3	6583760	240	139914	0	5531	54
921	871	2	175	272	17	85	40512	0	6581132	255	139881	0	5455	45
833	848	3	163	278	18	81	40247	3	6582409	245	140920	0	5430	52
888	877	4	166	307	25	92	40109	4	6585480	260	140448	0	5548	41
846	845	6	179	280	13	82	40131	1	6587668	260	140279	1	5452	44
847	857	5	154	283	16	76	40570	4	6578672	252	140250	0	5466	52
835	847	3	184	291	9	85	40425	1	6582134	216	140863	0	5279	42
830	839	3	145	304	23	104	40344	2	6578629	252	139641	0	5475	56
821	759	2	170	304	21	61	40318	1	6581775	257	140800	1	5318	43
858	856	1	157	297	17	94	40461	1	6585681	243	141389	2	5435	42
830	808	1	175	284	15	79	40563	4	6585179	253	140875	0	5443	48
866	857	2	166	285	20	84	40121	1	6585586	228	140814	1	5527	56
839	865	2	152	268	16	72	40494	0	6584249	254	140421	0	5542	44
812	886	4	155	292	12	87	40355	0	6580626	220	140257	0	5547	63
851	862	1	182	302	14	72	40254	2	6585469	254	140834	0	5556	40
848	909	0	161	303	22	69	40342	4	6583008	253	139861	0	5609	46
877	843	3	142	284	10	93	40461	1	6584158	238	141058	0	5427	43
824	884	2	183	286	16	82	40576	3	6585711	219	140686	0	5296	45
901	905	2	158	281	16	59	40213	3	6585380	233	140317	0	5468	49
839	860	1	175	285	15	73	40297	4	6580816	261	141086	0	5497	45
861	868	0	173	273	20	79	40501	2	6580686	236	140156	1	5423	55
842	894	2	181	289	20	78	40244	1	6587851	260	139945	0	5324	57
874	817	1	179	285	14	93	40327	0	6587612	246	140383	0	5458	45
798	836	2	139	286	14	76	40505	1	6584844	248	139869	0	5569	45
849	819	2	152	283	28	76	40369	1	6585689	245	140338	0	5461	49
877	861	3	170	269	12	77	40362	1	6582178	263	140032	0	5438	44
864	789	4	169	291	12	74	40103	2	6582343	211	140046	0	5468	62
860	805	1	160	266	16	76	40275	3	6585938	241	140785	0	5354	49
856	870	1	155	284	16	87	40358	3	6584793	246	140153	1	5430	49
891	881	4	165	292	11	83	40367	5	6580396	217	140554	0	5481	57
803	918	2	148	290	15	76	40193	0	6579988	255	141075	1	5351	38
831	902	1	150	275	18	109	40152	2	6581023	250	140192	0	5398	47
841	872	1	165	301	27	92	40373	2	6584503	257	140790	0	5342	36
845	831	2	161	310	18	81	40540	2	6581092	219	140623	0	5460	47
877	816	3	167	314	19	77	40244	1	6582223	244	141040	1	5495	50
855	847	3	142	299	15	74	40361	2	6584250	235	140428	0	5425	41
844	872	2	140	269	21	85	40275	3	6580994	231	140798	0	5431	49
865	854	2	181	296	14	87	40738	2	6584695	273	140546	1	5520	59
880	853	4	162	286	18	87	40188	2	6586760	234	140107	0	5377	48
893	843	0	184	285	11	79	40434	1	6586758	245	140905	0	5422	52
892	891	1	154	291	19	77	40568	0	6581526	225	140713	1	5546	47
835	849	1	152	293	15	69	40351	0	6581488	249	140620	1	5425	51
866	876	3	159	300	21	82	40463	2	6582394	280	140277	0	5490	57
819	853	1	174	302	12	92	40660	4	6581933	249	140601	0	5524	47
841	851	1	166	252	17	91	40855	4	6585437	251	140899	0	5574	40
849	836	1	179	280	13	81	40259	5	6581533	249	140602	2	5438	41
856	838	3	183	316	13	97	40710	2	6584350	251	140830	1	5465	51
837	791	2	166	297	18	80	39954	3	6586822	264	140867	0	5437	43
852	877	3	178	307	12	91	40179	2	6584368	241	140970	2	5437	41
836	843	2	180	279	18	69	40612	6	6578958	247	141051	0	5457	61
853	832	2	175	268	27	72	40427	3	6582400	262	140500	1	5452	43
811	867	1	154	309	16	86	40637	1	6585418	261	139827	0	5353	37
834	876	0	171	297	12	86	40434	4	6584736	232	140054	0	5471	41
900	855	3	185	296	18	76	40600	3	6578052	258	139715	1	5486	39
870	851	1	175	288	20	90	40310	2	6583943	251	140786	0	5409	44
824	892	4	161	289	16	104	40716	3	6580371	261	140642	0	5388	50
834	853	3	167	290	17	77	40790	1	6584237	288	140266	1	5413	47
833	932	2	184	303	16	55	39812	0	6583507	244	140509	0	5378	52
879	845	0	177	278	20	82	40725	0	6580783	254	140588	1	5478	49
831	790	2	139	288	18	82	40200	0	6579709	275	140512	1	5446	41
864	834	3	162	269	26	82	40543	1	6583222	240	140278	0	5562	58
867	885	2	171	306	14	98	40405	2	6587744	238	140262	0	5569	53
896	877	1	157	299	14	73	40463	2	6580658	248	141644	0	5489	46
828	843	1	143	270	12	83	40658	5	6583007	247	140920	1	5500	50
874	890	4	161	295	14	79	40140	2	6580700	254	140564	0	5452	49
852	795	2	172	285	12	84	40301	2	6579759	252	140711	0	5570	47
871	862	4	161	288	16	76	40248	0	6580090	264	140656	0	5409	52
884	835	3	157	303	16	77	40302	1	6583891	255	140236	0	5545	48
864	857	4	172	293	17	76	40297	4	6588153	268	140770	0	5507	46
884	859	0	151	273	21	85	40444	0	6581455	229	140366	0	5305	48
828	927	3	148	301	19	104	40507	0	6579207	255	139786	0	5423	47
842	866	4	163	297	12	80	40434	3	6582490	250	140974	0	5412	46
878	925	1	154	282	18	79	40454	0	6581264	250	140566	0	5436	55
840	901	4	153	289	18	92	40418	3	6583071	233	140020	1	5465	60
836	939	4	175	272	15	64	40480	1	6588454	238	140439	0	5449	63
828	861	2	185	275	18	82	40644	0	6585235	244	140860	2	5364	46
910	889	3	165	314	14	90	40059	0	6579657	236	140648	0	5514	49
811	872	2	165	253	6	87	39892	1	6581490	256	139994	0	5484	47
877	891	2	158	253	21	76	40190	2	6585059	262	140481	1	5586	41
829	891	1	165	284	16	74	40407	3	6585664	233	140607	0	5611	43
884	905	0	157	282	22	88	40388	3	6579256	236	140498	2	5512	55
867	828	0	167	274	14	88	40253	3	6582374	271	140707	0	5442	42
864	854	4	145	287	15	69	40506	2	6582795	263	140637	1	5413	53
859	926	3	198	314	17	80	40370	5	6573798	239	140703	0	5520	55
806	829	3	162	319	21	75	40321	2	6581629	249	140695	0	5288	35
803	917	3	186	288	13	60	40862	2	6584883	266	140211	1	5593	61
846	885	2	160	276	16	85	40235	3	6577567	242	140320	1	5477	39
855	855	1	177	260	16	74	40550	4	6587928	265	140041	0	5397	49
855	853	1	160	279	14	67	40599	2	6585439	260	140322	0	5474	51
849	842	3	176	272	11	69	40467	2	6583728	264	141221	0	5509	38
878	847	4	158	315	11	77	40416	1	6579485	248	140648	0	5564	46
899	881	3	138	308	12	84	40078	1	6583843	242	140570	2	5312	45
842	862	2	178	277	16	76	40482	1	6589309	260	139972	1	5303	52
853	826	1	172	265	21	82	40512	3	6584778	260	140289	0	5426	50
870	907	2	167	277	15	83	39894	2	6577082	246	140566	0	5616	64
829	884	2	173	291	21	90	40368	0	6583623	229	140539	0	5342	47
845	833	3	154	296	19	80	40494	2	6583406	255	140460	1	5522	53
913	884	2	183	280	7	92	40089	0	6577244	261	140760	0	5325	64
849	830	0	170	301	14	91	40339	4	6583512	245	140405	1	5493	42
891	864	0	151	275	12	71	40366	4	6581568	255	140792	0	5470	43
858	848	4	158	286	21	83	39978	1	6581991	238	140774	0	5549	54
899	848	0	158	299	13	92	40010	1	6583626	246	140360	0	5457	31
828	848	4	177	282	10	81	40447	0	6586606	211	139881	0	5427	45
846	886	3	174	309	27	103	40568	3	6588480	254	140384	0	5647	42
779	898	2	155	279	11	72	40222	2	6581961	252	140586	1	5515	40
876	867	4	176	289	17	75	40076	3	6583156	253	140257	1	5616	51
809	869	0	187	272	8	72	40573	1	6582925	263	140315	2	5358	42
854	859	2	170	314	13	75	40424	1	6586361	267	140967	0	5306	51
849	818	2	169	296	15	87	40561	1	6581150	253	140143	0	5601	45
795	863	2	170	303	22	70	40287	2	6584522	271	141447	0	5423	48
856	862	2	174	299	13	78	40332	0	6586169	273	140312	1	5408	53
841	817	1	159	288	27	76	40418	2	6582033	244	140194	2	5281	46
863	876	1	159	290	9	93	40637	1	6583913	249	140627	0	5524	60
857	904	1	128	268	17	77	40082	2	6584840	246	140334	0	5396	49
853	801	1	170	304	16	97	40318	3	6586606	250	140602	0	5374	37
822	796	2	155	302	15	75	40825	6	6585911	244	140119	0	5471	51
840	839	0	165	304	14	96	40523	3	6581464	249	140644	0	5503	43
822	878	0	123	289	18	64	40292	0	6581559	231	140606	2	5370	47
842	926	0	181	309	18	82	40339	2	6582892	271	140867	0	5499	44
849	882	2	155	261	23	93	40450	1	6579473	247	140111	0	5425	56
870	881	4	160	308	18	86	40661	3	6584700	242	140538	1	5432	47
867	856	1	154	276	11	87	40473	3	6582553	234	140044	0	5430	50
880	867	3	146	266	11	92	40594	3	6584847	256	140468	0	5400	54
823	861	3	163	280	17	81	40589	1	6583138	222	140372	0	5454	54
842	854	2	164	289	16	74	40768	2	6585910	247	141014	0	5492	54
875	841	1	162	270	15	89	40312	2	6584763	251	140142	0	5445	51
878	879	7	160	314	16	96	40352	0	6582640	239	140104	1	5436	52
854	870	1	158	320	16	74	40535	1	6586781	240	140261	2	5403	42
857	850	3	147	296	16	79	40348	1	6579881	251	140407	0	5513	52
839	877	3	167	260	15	89	40634	1	6581961	254	140816	2	5431	53
878	893	2	158	268	14	78	40361	3	6577909	220	140745	0	5470	50
821	820	1	174	297	11	73	40035	2	6588586	251	140088	1	5399	44
846	873	2	169	285	19	83	40214	4	6583833	238	140933	0	5315	46
820	858	2	187	312	13	80	40384	0	6587548	231	140825	0	5497	53
816	876	4	184	285	13	66	40349	2	6584365	234	140289	0	5379	45
819	860	2	142	299	16	76	39800	2	6585986	261	140393	0	5378	49
883	859	2	160	295	15	89	40479	4	6585480	266	140813	2	5417	55
891	879	3	163	292	20	74	40345	1	6585627	271	140717	0	5469	38
843	860	6	172	318	18	76	40338	3	6585360	254	140035	0	5607	55
834	876	4	164	297	12	80	40362	3	6580418	217	140036	0	5599	55
922	877	2	129	327	16	77	40516	2	6586155	263	140599	0	5425	48
826	885	2	169	263	21	71	40696	2	6583156	265	139926	1	5345	42
887	889	1	153	278	10	67	40286	2	6580643	239	140682	1	5512	53
826	857	2	173	285	22	64	40510	4	6584347	254	140114	0	5366	39
816	866	1	154	316	16	96	40813	2	6585840	242	141209	0	5482	45
873	899	2	165	301	15	82	40264	2	6585596	255	140868	0	5414	43
880	856	1	164	278	15	74	40575	0	6585475	247	140741	0	5566	44
862	869	3	162	277	15	77	40173	3	6577606	253	140391	0	5510	45
811	830	1	162	309	19	81	40463	3	6585970	236	139878	0	5509	46
848	822	1	165	296	15	71	40271	0	6583738	240	140044	1	5614	54
836	846	1	180	298	12	69	40148	2	6584675	240	140158	2	5469	43
836	839	1	172	291	18	61	40206	4	6583626	246	141224	0	5411	44
862	854	2	187	293	21	87	40296	2	6582351	258	140839	0	5498	45
852	850	5	181	278	15	84	40460	2	6581581	250	140192	0	5341	70
839	861	2	185	282	20	79	40431	4	6580401	233	139426	0	5495	56
844	826	3	173	258	15	62	39880	1	6579216	252	140071	0	5442	45
831	893	3	183	316	12	102	40669	2	6580643	255	140992	0	5404	50
827	854	3	164	281	15	81	40503	1	6578428	239	140395	0	5489	46
847	866	1	169	278	19	84	40619	2	6579926	242	140344	2	5464	41
835	905	1	150	306	24	76	40535	2	6584798	248	140197	1	5382	33
833	911	0	177	267	9	77	40652	2	6583376	272	139900	0	5420	39
882	816	1	160	300	17	80	40332	1	6587711	264	140571	1	5508	47
878	827	0	172	309	14	74	40248	3	6584913	225	140479	0	5481	54
834	885	2	167	306	21	67	40301	4	6584616	258	139908	0	5387	52
841	905	3	147	295	13	87	40546	3	6586130	231	141034	0	5497	47
850	859	4	153	306	19	92	40387	1	6581916	252	140267	0	5468	65
865	866	1	176	273	17	80	40244	4	6583478	246	140492	1	5452	45
899	826	3	154	276	18	89	40338	8	6587523	235	140668	1	5466	61
819	873	2	163	315	20	85	40250	0	6586007	265	140732	0	5506	44
873	940	3	171	290	10	92	40717	3	6582915	245	139885	0	5547	49
763	893	3	160	273	11	77	40556	1	6585049	265	140420	0	5503	49
819	889	2	169	265	9	75	40443	2	6588975	250	140679	0	5508	50
851	868	1	164	301	19	94	40407	1	6587715	252	140103	1	5449	57
894	801	2	162	312	20	81	40121	2	6583711	287	140508	0	5397	48
807	844	4	192	286	15	87	40112	0	6585474	271	140829	0	5293	43
835	816	2	168	288	12	83	40656	2	6581959	250	140769	0	5443	59
834	825	0	162	285	16	79	40551	1	6582683	251	140661	1	5379	44
865	825	0	151	316	16	94	40199	1	6588646	272	140171	0	5387	40
834	845	1	169	296	19	75	40303	1	6584539	251	140466	0	5461	43
830	775	0	184	300	17	76	39930	3	6586742	226	140369	0	5451	56
811	850	1	177	285	18	81	40577	1	6582856	227	140609	0	5348	48
807	827	3	154	286	20	81	40531	1	6582082	271	140684	0	5371	42
869	875	3	150	293	6	63	40395	2	6582364	238	140387	0	5507	57
833	845	4	137	296	10	93	40253	3	6583606	258	140031	0	5444	45
862	916	3	182	277	16	69	40451	1	6581848	241	140491	0	5457	38
869	823	1	158	304	16	59	40525	2	6584364	248	140818	0	5458	44
856	884	1	187	287	19	109	40631	2	6580214	245	140194	0	5398	45
837	851	3	159	333	20	83	40029	0	6589413	257	140872	2	5510	41
839	908	1	160	262	13	61	40196	1	6585782	271	139995	0	5469	55
822	890	3	177	250	17	78	40105	0	6583591	220	140422	1	5351	51
858	880	0	148	309	18	69	40254	3	6577311	254	140057	0	5474	43
874	836	2	152	276	13	86	40324	2	6584281	241	141034	0	5407	46
884	882	1	167	302	16	71	40085	1	6580363	248	140264	0	5445	48
841	866	1	156	290	17	101	40389	1	6584201	277	140427	1	5338	47
860	876	3	150	293	23	76	40693	2	6577836	259	140601	0	5356	53
872	887	2	168	268	9	92	40210	1	6582759	268	139504	0	5456	53
826	849	2	146	259	23	79	40242	0	6579790	212	140351	0	5479	59
878	865	1	159	303	20	81	40395	3	6580356	255	140365	0	5525	49
815	824	3	144	279	18	91	40181	3	6586365	255	139939	1	5472	44
771	849	1	145	265	19	79	40406	2	6582730	236	140347	0	5426	50
781	866	3	158	258	10	92	40393	0	6582212	246	140672	1	5483	47
820	860	3	163	275	14	66	40526	3	6580939	249	140355	0	5503	50
858	849	2	177	282	13	80	40103	2	6583349	259	140274	0	5556	42
816	866	1	142	269	20	87	40412	0	6581325	271	140923	0	5530	38
848	862	1	171	316	22	67	40412	1	6584602	243	140495	1	5526	49
853	840	4	156	281	14	92	40195	1	6581274	236	140956	0	5464	43
863	882	1	180	282	22	91	39743	0	6580546	257	140304	1	5419	33
827	843	3	148	274	15	87	40261	4	6582845	279	140636	2	5449	50
818	806	4	167	278	7	75	40238	1	6583216	252	140498	1	5418	49
817	885	5	163	259	21	75	40807	1	6583350	226	140331	0	5376	53
825	841	4	168	286	19	74	40311	4	6584010	235	140899	0	5452	43
876	871	0	168	295	16	72	40589	2	6579155	252	140954	0	5457	53
835	887	0	178	317	21	86	40222	2	6583198	244	139634	0	5485	48
837	834	1	165	277	11	91	40493	2	6580499	232	140138	2	5381	49
930	899	2	153	283	21	88	40168	2	6583110	252	140255	1	5423	45
843	845	3	162	279	22	80	40720	3	6581090	238	140539	0	5477	50
915	843	1	157	299	21	102	40440	2	6584887	264	140464	1	5479	36
890	888	2	166	284	14	79	40189	3	6586059	246	140556	2	5606	48
849	848	3	154	284	16	89	40254	3	6585249	239	140445	2	5526	44
835	896	5	166	266	21	79	40207	1	6583242	233	140395	1	5399	38
854	881	4	157	315	17	79	40187	4	6586113	247	140322	1	5432	47
827	834	0	164	275	13	84	40398	0	6576574	259	140840	0	5682	54
797	862	2	163	292	17	95	40204	1	6585643	255	139565	0	5451	46
849	864	3	177	297	14	83	40254	1	6584065	237	140290	1	5464	42
868	840	4	165	296	16	87	40111	0	6582790	256	140565	0	5375	47
845	826	0	161	310	19	86	40525	3	6578856	300	140765	0	5376	63
873	884	1	165	299	8	97	40150	4	6578550	250	140161	0	5559	51
862	830	4	168	265	25	76	40545	3	6582769	234	141248	1	5348	46
884	889	1	153	284	16	65	40432	1	6582379	241	141008	0	5433	62
886	841	4	167	292	15	76	40077	3	6585726	249	140655	0	5391	49
888	863	2	187	294	17	102	40650	0	6585573	286	140177	0	5462	45
841	843	3	139	278	19	77	40324	3	6583292	228	139995	0	5419	36
833	853	4	187	262	11	94	40504	3	6580289	244	140826	1	5399	53
865	816	2	164	292	15	79	40368	2	6584177	242	140290	0	5506	59
838	831	2	163	268	15	87	40146	1	6584465	222	140404	0	5513	47
842	802	2	158	270	14	82	39971	2	6581365	239	140910	0	5417	46
912	884	3	149	308	17	82	40704	4	6581934	258	140522	0	5387	50
840	910	3	176	299	13	76	40491	0	6582181	246	141066	0	5314	46
866	858	2	156	305	15	76	40088	1	6585169	246	140284	1	5529	52
840	865	1	138	340	19	68	40167	1	6584858	252	140684	1	5515	49
867	852	1	169	287	15	100	40449	3	6583347	219	140336	1	5481	44
832	894	3	166	245	12	73	40151	3	6580692	240	140831	0	5571	43
858	844	4	182	276	22	89	40739	4	6586297	264	141266	0	5297	39
785	855	4	166	294	16	83	40445	2	6583095	265	140405	0	5474	56
890	823	0	168	293	14	93	40618	2	6580990	255	139739	0	5485	40
850	860	3	162	293	9	79	40382	0	6583054	237	140212	1	5590	41
845	858	1	168	277	9	93	40370	1	6584776	247	140743	3	5378	39
874	891	2	155	278	18	77	40588	4	6584665	255	140615	2	5483	41
860	817	1	184	276	10	88	40129	2	6580642	241	140477	1	5430	62
821	905	3	158	316	15	86	40437	1	6580953	237	140762	0	5439	38
848	844	0	170	278	14	96	40442	2	6582857	267	140554	0	5351	49
798	843	4	134	282	18	79	40423	1	6578850	254	140843	0	5517	40
858	839	3	180	279	16	78	40470	1	6584823	238	140707	0	5451	50
844	857	3	143	262	13	67	40384	1	6580997	259	140011	0	5391	44
892	841	3	179	303	12	96	40412	4	6583046	230	140369	1	5429	64
